Timestamp,Open,High,Low,Close,Volume
1439013600000,1.65,1.85,0.50000021,1.85,84.01638508
1439020800000,1.7,1.7,1.5,1.5,0.2
1439028000000,1.45,1.45,1.40000001,1.40000001,92.32305316
1439035200000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439042400000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439049600000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439056800000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439064000000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439071200000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439078400000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439085600000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439092800000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439100000000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439107200000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439114400000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439121600000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439128800000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439136000000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439143200000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439150400000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439157600000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439164800000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439172000000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439179200000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439186400000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439193600000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439200800000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439208000000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439215200000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439222400000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439229600000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439236800000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439244000000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439251200000,1.40000001,1.40000001,1.40000001,1.40000001,0.0
1439258400000,0.66000001,0.66000001,0.66000001,0.66000001,0.11181839
1439265600000,0.66000001,0.66000001,0.66000001,0.66000001,0.0
1439272800000,0.66000001,0.66000001,0.66000001,0.66000001,0.0
1439280000000,0.66000001,0.66000001,0.66000001,0.66000001,0.0
1439287200000,0.76999944,0.76999944,0.55000001,0.55000001,0.03984044
1439294400000,0.55000001,0.55000001,0.55000001,0.55000001,0.0
1439301600000,0.76999922,0.77000001,0.76999922,0.77000001,61.69089653
1439308800000,0.77000001,0.77000001,0.77000001,0.77000001,0.0
1439316000000,0.99999999,1.0,0.99999999,1.0,126.68052615
1439323200000,1.05999999,1.14,1.05999999,1.1,62.994
1439330400000,1.1,1.1,1.1,1.1,0.0
1439337600000,1.05000001,1.05000001,0.9000006,0.9000006,10.14402612
1439344800000,0.90000147,0.90000147,0.90000146,0.90000146,102.24831484
1439352000000,0.90000146,0.90000146,0.90000146,0.90000146,0.0
1439359200000,0.90000146,0.90000146,0.90000146,0.90000146,0.0
1439366400000,0.90000146,0.90000146,0.90000146,0.90000146,0.0
1439373600000,1.0,1.18,1.0,1.18,109.70495043
1439380800000,1.22,1.26,1.22,1.26,15.22075571
1439388000000,1.26,1.26,1.26,1.26,0.0
1439395200000,1.26,1.39999999,1.26,1.39999999,166.76205514
1439402400000,1.39999999,1.39999999,1.39999999,1.39999999,0.0
1439409600000,1.38,1.38,1.38,1.38,0.26467853
1439416800000,1.38,1.38,1.38,1.38,0.0
1439424000000,1.38,1.38,1.38,1.38,0.0
1439431200000,1.38,1.38,1.38,1.38,0.0
1439438400000,1.3,1.3,1.3,1.3,4.04408874
1439445600000,1.3,1.3,1.3,1.3,0.0
1439452800000,1.3,1.3,1.3,1.3,0.0
1439460000000,1.3,1.3,1.3,1.3,5.95591126
1439467200000,1.38,1.41,1.38,1.41,17.11447402
1439474400000,1.42,1.46,1.42,1.46,18.56638842
1439481600000,1.46,1.95,1.46,1.95,282.07602291
1439488800000,1.95,2.05,1.95,2.05,20.0
1439496000000,2.15,2.15,2.15,2.15,0.07907823
1439503200000,2.14,2.14,2.14,2.14,0.00152693
1439510400000,2.14,2.14,2.14,2.14,0.0
1439517600000,2.14,2.14,2.14,2.14,0.0
1439524800000,2.14,2.14,2.14,2.14,0.0
1439532000000,2.14,2.14,2.14,2.14,0.0
1439539200000,2.14,2.14,2.14,2.14,0.0
1439546400000,2.14,2.15,2.14,2.15,24.91939484
1439553600000,2.15,2.15,2.15,2.15,0.0
1439560800000,2.15,2.15,2.15,2.15,0.0
1439568000000,2.15,2.15,2.15,2.15,0.0
1439575200000,2.15,2.15,2.15,2.15,0.0
1439582400000,2.15,2.15,2.15,2.15,0.0
1439589600000,2.15,2.15,2.15,2.15,0.0
1439596800000,1.625,1.625,1.625,1.625,11.0
1439604000000,1.625,1.625,1.625,1.625,0.0
1439611200000,1.625,1.625,1.625,1.625,0.0
1439618400000,1.7,2.19999999,1.7,2.19999999,6.0
1439625600000,2.19999999,2.19999999,2.19999999,2.19999999,0.0
1439632800000,2.19999999,2.19999999,2.19999999,2.19999999,0.0
1439640000000,2.19999999,2.19999999,2.19999999,2.19999999,0.0
1439647200000,2.19999999,2.19999999,2.19999999,2.19999999,0.0
1439654400000,1.5,1.5,1.15000001,1.5,16.62755862
1439661600000,1.5,1.5,1.5,1.5,0.0
1439668800000,1.5,1.5,1.5,1.5,0.0
1439676000000,1.5,1.5,1.5,1.5,0.0
1439683200000,1.5,1.5,1.5,1.5,0.0
1439690400000,1.769999,1.769999,1.769999,1.769999,0.00038816
1439697600000,1.769999,1.769999,1.769999,1.769999,0.0
1439704800000,1.14000001,1.77,1.14,1.77,13.11196337
1439712000000,1.14,1.14,1.14,1.14,25.0
1439719200000,1.13000118,1.13000118,1.11,1.11,161.19979694
1439726400000,1.11,1.11,1.11,1.11,0.0
1439733600000,1.12000001,1.12000001,1.12000001,1.12000001,0.29987841
1439740800000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439748000000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439755200000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439762400000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439769600000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439776800000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439784000000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439791200000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439798400000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439805600000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439812800000,1.12000001,1.12000001,1.12000001,1.12000001,0.0
1439820000000,1.7699999,1.7699999,1.7699999,1.7699999,0.16810513
1439827200000,1.7699999,1.7699999,1.7699999,1.7699999,0.08125081
1439834400000,1.7699999,1.7699999,1.34,1.34,16.00583837
1439841600000,1.34,1.34,1.34,1.34,0.0
1439848800000,1.52,1.52,1.52,1.52,10.0
1439856000000,1.52,1.52,1.52,1.52,0.0
1439863200000,1.565,1.565,1.565,1.565,5.0
1439870400000,1.565,1.565,1.565,1.565,0.0
1439877600000,1.565,1.565,1.565,1.565,0.0
1439884800000,1.565,1.565,1.565,1.565,0.0
1439892000000,1.565,1.565,1.565,1.565,0.0
1439899200000,1.565,1.565,1.565,1.565,0.0
1439906400000,1.565,1.565,1.565,1.565,0.0
1439913600000,1.51999999,1.51999999,1.51999999,1.51999999,0.09787699
1439920800000,1.51999999,1.51999999,1.51999999,1.51999999,0.0
1439928000000,1.51999999,1.51999999,1.51999999,1.51999999,0.0
1439935200000,1.06100002,1.06100002,1.01,1.01,87.05348577
1439942400000,1.01,1.01,1.01,1.01,0.0
1439949600000,1.01,1.01,1.01,1.01,0.0
1439956800000,1.085,1.38499999,1.085,1.38499999,15.18019973
1439964000000,1.38499999,1.38499999,1.38499999,1.38499999,0.0
1439971200000,1.38499999,1.38499999,1.38499999,1.38499999,0.0
1439978400000,1.38499999,1.38499999,1.38499999,1.38499999,0.0
1439985600000,1.38499999,1.38499999,1.38499999,1.38499999,0.0
1439992800000,1.38499999,1.38499999,1.38499999,1.38499999,0.0
1440000000000,1.38499999,1.38499999,1.38499999,1.38499999,0.0
1440007200000,1.38499999,1.38499999,1.38499999,1.38499999,0.0
1440014400000,1.39,1.4,1.39,1.4,50.0
1440021600000,1.3,1.3,1.3,1.3,1.0
1440028800000,1.3,1.3,1.3,1.3,0.0
1440036000000,1.3,1.3,1.3,1.3,0.0
1440043200000,1.3,1.3,1.3,1.3,0.0
1440050400000,1.25000001,1.25000001,1.25000001,1.25000001,16.91775964
1440057600000,1.25000001,1.25000001,1.25000001,1.25000001,0.0
1440064800000,1.25000001,1.25000001,1.25000001,1.25000001,0.0
1440072000000,1.25000001,1.25000001,1.25000001,1.25000001,0.0
1440079200000,1.25000001,1.25000001,1.25000001,1.25000001,0.0
1440086400000,1.25000001,1.25000001,1.25000001,1.25000001,0.0
1440093600000,1.25000001,1.25000001,1.25000001,1.25000001,0.0
1440100800000,1.45999999,1.49999998,1.45999999,1.49999998,302.07370224
1440108000000,1.49999998,1.72999995,1.49999998,1.72999995,41.59321142
1440115200000,1.72999995,1.72999995,1.72999995,1.72999995,0.0
1440122400000,1.72999995,1.72999995,1.72999995,1.72999995,0.0
1440129600000,1.4410014,1.4410014,1.44100001,1.44100001,1.93446478
1440136800000,1.44100001,1.44100001,1.44100001,1.44100001,0.0
1440144000000,1.44100001,1.44100001,1.44100001,1.44100001,0.0
1440151200000,1.44100001,1.44100001,1.44100001,1.44100001,0.0
1440158400000,1.44100001,1.44100001,1.44100001,1.44100001,0.0
1440165600000,1.44100001,1.44100001,1.44100001,1.44100001,0.0
1440172800000,1.72999367,1.72999367,1.7299934,1.7299934,10.44941183
1440180000000,1.57069001,1.57069149,1.44,1.44,281.81711348
1440187200000,1.44,1.44,1.44,1.44,0.0
1440194400000,1.5,1.5,1.5,1.5,10.0
1440201600000,1.33000064,1.33000064,1.33000064,1.33000064,0.58942723
1440208800000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440216000000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440223200000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440230400000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440237600000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440244800000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440252000000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440259200000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440266400000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440273600000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440280800000,1.33000064,1.33000064,1.33000064,1.33000064,0.0
1440288000000,1.34,1.34,1.331,1.331,38.48160304
1440295200000,1.49999974,1.49999974,1.33000259,1.33000259,0.00085922
1440302400000,1.33000259,1.33000259,1.33000259,1.33000259,0.0
1440309600000,1.33000259,1.33000259,1.33000259,1.33000259,0.0
1440316800000,1.33000259,1.33000259,1.33000259,1.33000259,0.0
1440324000000,1.33000259,1.33000259,1.33000259,1.33000259,0.0
1440331200000,1.33000259,1.33000259,1.33000259,1.33000259,0.0
1440338400000,1.33000259,1.33000259,1.33000259,1.33000259,0.0
1440345600000,1.33000259,1.33000259,1.33000259,1.33000259,0.0
1440352800000,1.49998412,1.49998413,1.49998412,1.49998413,26.60797802
1440360000000,1.49999999,1.49999999,1.49999999,1.49999999,0.00529383
1440367200000,1.49999999,1.49999999,1.49999999,1.49999999,0.00224805
1440374400000,1.49999999,1.49999999,1.49999999,1.49999999,0.0
1440381600000,1.49999999,1.49999999,1.49999999,1.49999999,0.0
1440388800000,1.49999999,1.49999999,1.49999999,1.49999999,0.0
1440396000000,1.33002077,1.3300208,1.29999999,1.3,126.14493716
1440403200000,1.3,1.3,1.3,1.3,0.0
1440410400000,1.39999999,1.39999999,1.39999999,1.39999999,0.11699439
1440417600000,1.24100001,1.24100001,1.24100001,1.24100001,8.7933317
1440424800000,1.24100001,1.24100001,1.24100001,1.24100001,0.0
1440432000000,1.24100001,1.24100001,1.2399999,1.2399999,7.0068738
1440439200000,1.2399999,1.2399999,1.2399999,1.2399999,0.0
1440446400000,1.3,1.3,1.3,1.3,6.88817169
1440453600000,1.3,1.3,1.3,1.3,0.0
1440460800000,1.05100001,1.05100001,1.05100001,1.05100001,0.00042748
1440468000000,1.39999998,1.39999998,1.39999998,1.39999998,0.10590104
1440475200000,1.39999998,1.39999998,1.39999998,1.39999998,0.0
1440482400000,1.39999998,1.39999998,1.39999998,1.39999998,0.0
1440489600000,1.05100001,1.05100001,1.05100001,1.05100001,0.16186811
1440496800000,1.05100001,1.05100001,1.05100001,1.05100001,0.0
1440504000000,1.05100001,1.05100001,1.05100001,1.05100001,0.0
1440511200000,1.05100001,1.05100001,1.05,1.05,27.21748497
1440518400000,1.05,1.05,1.05,1.05,0.0
1440525600000,1.05,1.05,1.05,1.05,0.0
1440532800000,1.05,1.05,1.05,1.05,0.0
1440540000000,1.05,1.05,1.05,1.05,0.0
1440547200000,1.05,1.05,1.05,1.05,0.0
1440554400000,1.05,1.05,1.05,1.05,0.0
1440561600000,1.09999999,1.09999999,1.09999999,1.09999999,0.13459993
1440568800000,1.09999999,1.09999999,1.09999999,1.09999999,0.0
1440576000000,1.14,1.14,1.14,1.14,9.89320807
1440583200000,1.14,1.14,1.14,1.14,0.0
1440590400000,1.00100001,1.14,1.00000001,1.14,61.08880506
1440597600000,1.14,1.14,1.14,1.14,0.0
