Timestamp,Open,High,Low,Close,Volume
1566745200000,188.32661872,188.68,188.0900949,188.60998601,22.68145603
1566747000000,188.60998601,188.60998601,188.60998601,188.60998601,0.0
1566748800000,187.6463465,188.95304703,187.6463465,187.95836637,81.58845328
1566750600000,188.10499617,188.10499617,187.80698913,187.89473907,69.19872338
1566752400000,187.7488445,187.7488445,187.26729151,187.74884374,23.12013651
1566754200000,187.6,187.95473999,187.6,187.68736279,5.5382733
1566756000000,187.68380586,187.68380586,187.26125005,187.26125005,13.61763938
1566757800000,187.434,187.51699556,187.434,187.51699556,1.19741065
1566759600000,187.434,187.46699994,183.4,185.0,269.62900611
1566761400000,184.82415235,185.618729,183.56548399,185.49207641,196.90100578
1566763200000,185.33330499,185.62474264,184.47285301,184.57494101,58.26203852
1566765000000,184.53605688,185.22168844,184.53605688,184.80110087,64.15811499
1566766800000,184.53605688,185.29999978,183.17152833,184.85235066,130.10333342
1566768600000,184.8523506,184.8523506,184.69875317,184.74999999,1.0061152
1566770400000,184.66474445,186.20588883,184.39242378,186.15999999,49.00224336
1566772200000,185.82613556,186.26999999,185.62025564,186.1409,12.65490026
1566774000000,186.1373943,186.45294715,186.11174946,186.45294715,21.86486513
1566775800000,186.45294715,186.86422151,186.31999982,186.86422044,118.96322243
1566777600000,186.73231719,192.12564786,186.73231719,191.700087,1095.72302195
1566779400000,191.631,193.25088042,191.631,192.68099615,214.88353536
1566781200000,192.72641609,193.69617696,191.82374147,192.27823834,75.12406529
1566783000000,192.00000007,192.03406133,191.06324597,191.06324597,237.50275088
1566784800000,191.30999998,191.70000001,190.85695397,190.94388632,9.59406654
1566786600000,190.73954235,191.01876819,190.4954,190.74888699,33.55520243
1566788400000,190.74888706,191.40249314,190.74888706,191.40249314,49.61908695
1566790200000,191.20280368,191.23329799,189.8267461,190.31121018,110.02908864
1566792000000,190.47802445,190.83,190.2809129,190.50368167,22.38753446
1566793800000,190.63196895,190.63361514,190.63196895,190.63361514,2.09447553
1566795600000,190.78326026,190.85,189.80999989,190.41383934,178.979378
1566797400000,190.79659541,190.79659541,190.07980581,190.42958716,12.79880987
1566799200000,190.37926499,190.37926499,190.37926499,190.37926499,0.74
1566801000000,190.21389544,190.22,190.21389544,190.22,11.3246407
1566802800000,190.48000011,190.69941032,190.41396001,190.48057706,45.71403572
1566804600000,190.48057706,190.48057706,190.48057706,190.48057706,0.0
1566806400000,190.15999998,190.36914913,189.38687515,189.38687515,277.3177599
1566808200000,189.25818231,190.37848696,189.04346916,189.89999991,85.23151703
1566810000000,190.0390962,190.0390962,189.46661303,189.46661303,138.15356813
1566811800000,190.29999982,190.29999982,189.7492296,189.97907281,10.76250097
1566813600000,190.03910901,190.4,189.78999999,189.78999999,97.89098156
1566815400000,190.13999999,190.14259822,189.22505492,189.76946319,29.82633839
1566817200000,190.21939677,190.21939677,189.97845379,189.97845379,11.06770991
1566819000000,190.31027252,190.65988243,190.31027252,190.65988243,17.33492896
1566820800000,190.4792643,190.49615436,190.4792643,190.49615436,25.30887004
1566822600000,190.49615435,190.49615435,189.74588352,189.74588352,44.70506907
1566824400000,189.79999997,189.79999997,188.19971646,189.07696259,82.39060832
1566826200000,189.12927348,189.42,188.81810334,189.26544237,36.02104771
1566828000000,189.20517414,189.38,189.01558645,189.01558645,25.06874811
1566829800000,188.96889942,188.96889942,188.80601106,188.85521824,32.81742901
1566831600000,188.70188768,189.41937501,188.70188768,189.41937501,51.45144856
1566833400000,189.10566375,189.10566375,188.78989999,188.8104749,10.08166622
1566835200000,188.84876166,189.18220189,186.8538103,189.11,505.98659832
1566837000000,189.16596074,189.56,188.17918033,188.17918033,87.67975337
1566838800000,188.20834485,188.66999999,188.20834485,188.30628016,61.48473177
1566840600000,188.39939693,188.4290148,187.92913388,188.17887727,83.25693764
1566842400000,188.18924733,188.38878268,187.24999999,187.64999999,150.87374629
1566844200000,187.4585263,187.65839746,186.17013815,186.56,48.31366353
1566846000000,186.41720624,187.35,186.41720624,187.10002046,43.24321141
1566847800000,187.0,187.67853497,186.76185471,187.65699989,108.54357081
1566849600000,187.478,187.7716242,186.55226929,187.7716242,133.45811125
1566851400000,187.14652102,187.14652102,186.61,186.81648662,28.331623
1566853200000,186.64999833,186.91557334,186.11033123,186.91557334,7.20916975
1566855000000,187.45840459,187.45940459,187.06674292,187.06674292,85.45589349
1566856800000,187.06674292,188.26,187.06489773,187.8871627,41.81147418
1566858600000,188.28137839,188.43746934,188.28137839,188.43746934,0.11525572
1566860400000,188.52132582,189.46,188.52132582,189.10684513,19.30234863
1566862200000,189.11684514,189.11684514,188.75239537,188.75239537,0.95411498
1566864000000,188.13619667,188.17999992,187.86187065,187.96579873,9.32979149
1566865800000,188.48051688,188.48051688,188.48051688,188.48051688,0.3873994
1566867600000,187.96579874,188.2753967,187.80776023,187.9676067,23.19058089
1566869400000,187.81856484,188.21,187.71999992,188.00999969,30.16400134
